,date,catch_volume,id_fish,predict_volume,lower_bond,upper_bond,anomalies
6,2022-01-07,18.054,886,13.75725,1.9731927517296945,25.541307248270307,0
7,2022-01-08,20.766,886,18.002499999999998,6.218442751729691,29.786557248270306,0
8,2022-01-09,21.716,886,19.32375,7.539692751729694,31.107807248270305,0
9,2022-01-10,21.147,886,20.420749999999998,8.636692751729692,32.204807248270306,0
10,2022-01-11,12.299,886,18.982,7.197942751729693,30.766057248270307,0
11,2022-01-15,10.142,886,16.326,4.541942751729694,28.11005724827031,0
12,2022-01-16,25.176000000000002,886,17.191,5.406942751729693,28.975057248270303,0
13,2022-01-17,14.37,886,15.49675,3.712692751729694,27.280807248270307,0
14,2022-01-18,0.883,886,12.64275,0.8586927517296932,24.426807248270308,0
15,2022-01-19,15.873000000000001,886,14.075500000000002,2.2914427517296954,25.859557248270306,0
16,2022-01-20,20.921,886,13.01175,1.227692751729693,24.795807248270307,0
17,2022-01-21,23.346,886,15.25575,3.4716927517296945,27.039807248270307,0
18,2022-01-22,25.342,886,21.3705,9.586442751729694,33.15455724827031,0
19,2022-01-23,23.106,886,23.17875,11.394692751729695,34.96280724827031,0
20,2022-01-24,27.05,886,24.711000000000002,12.926942751729696,36.49505724827031,0
21,2022-01-25,27.081,886,25.644750000000002,13.860692751729696,37.42880724827031,0
22,2022-01-26,28.129,886,26.3415,14.557442751729694,38.125557248270304,0
23,2022-01-27,20.519,886,25.69475,13.910692751729693,37.47880724827031,0
24,2022-01-28,11.485000000000001,886,21.8035,10.019442751729693,33.58755724827031,0
25,2022-01-29,14.063,886,18.549,6.764942751729693,30.333057248270308,0
26,2022-01-30,21.679,886,16.9365,5.1524427517296925,28.720557248270303,0
27,2022-01-31,21.14,886,17.09175,5.307692751729695,28.875807248270306,0
28,2022-02-01,26.3036,886,20.7964,9.012342751729692,32.58045724827031,0
29,2022-02-02,17.5133,886,21.658974999999998,9.874917751729692,33.443032248270306,0
30,2022-02-03,20.2594,886,21.304074999999997,9.520017751729691,33.088132248270306,0
31,2022-02-04,20.679299999999998,886,21.1889,9.404842751729694,32.972957248270305,0
32,2022-02-05,19.4206,886,19.46815,7.684092751729695,31.25220724827031,0
33,2022-02-06,18.5473,886,19.72665,7.942592751729693,31.510707248270307,0
34,2022-02-07,21.8012,886,20.1121,8.328042751729695,31.896157248270306,0
35,2022-02-08,17.2931,886,19.26555,7.481492751729695,31.049607248270306,0
36,2022-02-09,21.3044,886,19.7365,7.952442751729693,31.520557248270308,0
37,2022-02-10,20.7734,886,20.293025,8.508967751729694,32.07708224827031,0
38,2022-02-11,23.4797,886,20.71265,8.928592751729694,32.496707248270305,0
39,2022-02-12,16.3461,886,20.4759,8.691842751729693,32.259957248270304,0
40,2022-02-13,16.4461,886,19.261325,7.477267751729693,31.045382248270307,0
41,2022-02-14,19.076,886,18.836975000000002,7.052917751729696,30.62103224827031,0
42,2022-02-15,16.548,886,17.10405,5.3199927517296945,28.88810724827031,0
43,2022-02-16,11.427,886,15.874275,4.0902177517296945,27.658332248270305,0
44,2022-02-17,15.693999999999999,886,15.686250000000001,3.902192751729695,27.47030724827031,0
45,2022-02-18,25.6431,886,17.328024999999997,5.54396775172969,29.112082248270305,0
46,2022-02-19,20.6546,886,18.354675,6.570617751729694,30.13873224827031,0
47,2022-02-20,4.7585,886,16.687549999999998,4.903492751729692,28.471607248270303,1
48,2022-02-21,3.318,886,13.593549999999999,1.8094927517296924,25.377607248270305,0
49,2022-02-22,5.328,886,8.514775,-3.269282248270306,20.29883224827031,0
50,2022-02-23,25.6826,886,9.771775000000002,-2.0122822482703047,21.555832248270306,1
51,2022-02-24,29.6543,886,15.995725,4.211667751729694,27.77978224827031,1
52,2022-02-25,31.009,886,22.918475,11.134417751729695,34.70253224827031,0
53,2022-02-26,25.4802,886,27.956525,16.17246775172969,39.74058224827031,0
54,2022-02-27,23.2368,886,27.345075,15.561017751729695,39.12913224827031,0
55,2022-02-28,20.9354,886,25.16535,13.381292751729694,36.949407248270305,0
56,2022-03-01,21.767599999999998,886,22.854999999999997,11.07094275172969,34.639057248270305,0
57,2022-03-02,21.034,886,21.74345,9.959392751729693,33.527507248270304,0
58,2022-03-03,19.792,886,20.88225,9.098192751729693,32.66630724827031,0
59,2022-03-04,19.411,886,20.501150000000003,8.717092751729696,32.28520724827031,0
60,2022-03-05,15.808,886,19.01125,7.227192751729694,30.795307248270305,0
61,2022-03-06,6.87,886,15.470250000000002,3.6861927517296955,27.254307248270308,0
62,2022-03-07,18.001,886,15.0225,3.2384427517296945,26.80655724827031,0
63,2022-03-08,23.880399999999998,886,16.13985,4.355792751729693,27.923907248270304,0
64,2022-03-09,21.243399999999998,886,17.4987,5.714642751729693,29.282757248270308,0
65,2022-03-10,22.6605,886,21.446325,9.662267751729695,33.23038224827031,0
66,2022-03-11,18.8013,886,21.6464,9.862342751729694,33.43045724827031,0
67,2022-03-12,21.8828,886,21.147,9.362942751729692,32.93105724827031,0
68,2022-03-13,19.8631,886,20.801925,9.017867751729694,32.585982248270305,0
69,2022-03-14,13.5903,886,18.534375,6.750317751729694,30.318432248270305,0
70,2022-03-15,17.6169,886,18.238275,6.454217751729695,30.02233224827031,0
71,2022-03-16,14.0131,886,16.27085,4.486792751729693,28.054907248270304,0
72,2022-03-17,13.4031,886,14.655850000000001,2.8717927517296946,26.43990724827031,0
73,2022-03-18,12.454,886,14.371775000000001,2.587717751729695,26.155832248270308,0
74,2022-03-19,14.2671,886,13.534325,1.7502677517296945,25.318382248270307,0
75,2022-03-20,8.6695,886,12.198425,0.414367751729694,23.98248224827031,0
76,2022-03-21,14.6398,886,12.507600000000002,0.7235427517296955,24.291657248270308,0
77,2022-03-22,12.583499999999999,886,12.539975000000002,0.7559177517296956,24.324032248270306,0
78,2022-03-23,18.3536,886,13.561600000000002,1.7775427517296958,25.345657248270307,0
79,2022-03-24,16.1431,886,15.430000000000001,3.645942751729695,27.214057248270308,0
80,2022-03-25,16.5008,886,15.89525,4.1111927517296945,27.679307248270305,0
81,2022-03-26,15.3068,886,16.576075000000003,4.792017751729697,28.36013224827031,0
82,2022-03-27,15.0652,886,15.753975000000002,3.969917751729696,27.53803224827031,0
83,2022-03-28,14.911,886,15.445950000000003,3.661892751729697,27.23000724827031,0
84,2022-03-29,13.888,886,14.792750000000002,3.0086927517296953,26.576807248270306,0
85,2022-03-30,12.519,886,14.0958,2.3117427517296942,25.879857248270305,0
86,2022-03-31,20.5352,886,15.4633,3.679242751729694,27.247357248270305,0
87,2022-04-01,20.6995,886,16.910425,5.126367751729694,28.694482248270305,0
88,2022-04-02,19.8862,886,18.409975000000003,6.6259177517296965,30.19403224827031,0
89,2022-04-03,17.9433,886,19.76605,7.981992751729694,31.550107248270308,0
90,2022-04-04,8.288,886,16.704250000000002,4.9201927517296955,28.48830724827031,0
91,2022-04-05,5.69,886,12.951875000000001,1.1678177517296948,24.73593224827031,0
92,2022-04-06,8.934000000000001,886,10.213825000000002,-1.5702322482703046,21.997882248270308,0
93,2022-04-07,15.5988,886,9.6277,-2.1563572482703055,21.411757248270305,0
94,2022-04-08,20.4131,886,12.658975000000002,0.8749177517296953,24.443032248270306,0
95,2022-04-09,22.1359,886,16.770450000000004,4.9863927517296975,28.554507248270312,0
96,2022-04-10,20.4639,886,19.652925,7.868867751729693,31.436982248270304,0
97,2022-04-11,15.2863,886,19.574800000000003,7.790742751729697,31.35885724827031,0
98,2022-04-12,12.6269,886,17.62825,5.844192751729695,29.41230724827031,0
99,2022-04-13,8.115,886,14.123025,2.338967751729694,25.907082248270306,0
100,2022-04-14,10.3904,886,11.604650000000001,-0.17940724827030508,23.388707248270308,0
101,2022-04-15,11.2898,886,10.605525,-1.1785322482703062,22.389582248270308,0
102,2022-04-16,16.9926,886,11.696950000000001,-0.08710724827030525,23.48100724827031,0
103,2022-04-17,8.7133,886,11.846525,0.06246775172969343,23.630582248270308,0
104,2022-04-18,10.1662,886,11.790475,0.0064177517296943876,23.57453224827031,0
105,2022-04-19,4.895,886,10.191775,-1.5922822482703065,21.975832248270308,0
106,2022-04-20,3.0036,886,6.694525000000001,-5.089532248270305,18.478582248270307,0
107,2022-04-22,2.131,886,5.048950000000001,-6.735107248270305,16.833007248270306,0
108,2022-04-23,5.326499999999999,886,3.8390250000000012,-7.945032248270305,15.623082248270308,0
109,2022-04-24,2.947,886,3.3520250000000016,-8.432032248270305,15.136082248270307,0
110,2022-04-25,11.8748,886,5.569825000000002,-6.214232248270305,17.35388224827031,0
111,2022-04-26,9.908,886,7.514075000000002,-4.2699822482703045,19.298132248270306,0
112,2022-04-27,9.853000000000002,886,8.645700000000001,-3.138357248270305,20.429757248270306,0
113,2022-04-28,10.367999999999999,886,10.500950000000001,-1.283107248270305,22.285007248270308,0
114,2022-04-29,13.410400000000001,886,10.884850000000002,-0.8992072482703044,22.66890724827031,0
115,2022-04-30,18.2697,886,12.975275000000002,1.1912177517296954,24.759332248270308,0
116,2022-05-01,16.089199999999998,886,14.534325,2.7502677517296945,26.318382248270307,0
117,2022-05-02,13.106,886,15.218825000000002,3.434767751729696,27.00288224827031,0
118,2022-05-03,14.3681,886,15.458250000000001,3.674192751729695,27.242307248270308,0
119,2022-05-04,16.4523,886,15.003900000000002,3.2198427517296953,26.78795724827031,0
120,2022-05-05,13.397,886,14.330850000000002,2.5467927517296953,26.114907248270306,0
121,2022-05-06,12.4848,886,14.175550000000001,2.391492751729695,25.95960724827031,0
122,2022-05-07,12.6583,886,13.748100000000003,1.9640427517296963,25.53215724827031,0
123,2022-05-08,5.5401,886,11.020050000000001,-0.7640072482703051,22.804107248270306,0
124,2022-05-09,6.0686,886,9.187950000000003,-2.596107248270304,20.97200724827031,0
125,2022-05-10,7.393800000000001,886,7.915200000000002,-3.868857248270304,19.699257248270307,0
126,2022-05-11,6.366,886,6.342125000000001,-5.441932248270305,18.126182248270307,0
127,2022-05-12,13.3277,886,8.289025000000002,-3.495032248270304,20.07308224827031,0
128,2022-05-13,12.263,886,9.837625000000001,-1.9464322482703054,21.621682248270307,0
129,2022-05-14,9.6219,886,10.394650000000002,-1.3894072482703042,22.178707248270307,0
130,2022-05-15,6.3234,886,10.384000000000002,-1.4000572482703042,22.16805724827031,0
131,2022-05-16,10.9824,886,9.797675000000002,-1.9863822482703046,21.581732248270306,0
132,2022-05-17,6.5472,886,8.368725000000001,-3.415332248270305,20.152782248270306,0
133,2022-05-18,8.8026,886,8.163900000000002,-3.6201572482703046,19.947957248270306,0
134,2022-05-19,7.7137,886,8.511475,-3.2725822482703055,20.295532248270305,0
135,2022-05-20,10.7594,886,8.455725000000001,-3.3283322482703053,20.23978224827031,0
136,2022-05-21,12.2381,886,9.87845,-1.9056072482703055,21.66250724827031,0
137,2022-05-22,10.2667,886,10.244475000000001,-1.539582248270305,22.02853224827031,0
138,2022-05-23,8.0452,886,10.327350000000001,-1.4567072482703054,22.111407248270307,0
139,2022-05-24,11.6052,886,10.538800000000002,-1.2452572482703044,22.32285724827031,0
140,2022-05-25,9.5847,886,9.87545,-1.9086072482703056,21.65950724827031,0
141,2022-05-26,10.106300000000001,886,9.835350000000002,-1.9487072482703045,21.619407248270306,0
0,2022-01-01,97.83,409,,,,0
1,2022-01-02,38.31,409,,,,0
2,2022-01-03,34.56,409,,,,0
3,2022-01-06,82.05,409,63.1875,-748.4602668962253,874.8352668962253,0
4,2022-01-07,44.1,409,49.755,-761.8927668962253,861.4027668962253,0
5,2022-01-08,96.48,409,64.2975,-747.3502668962253,875.9452668962253,0
6,2022-01-09,43.2,409,66.4575,-745.1902668962254,878.1052668962253,0
7,2022-01-10,20.13,409,50.977500000000006,-760.6702668962254,862.6252668962253,0
8,2022-01-14,12.45,409,43.065000000000005,-768.5827668962253,854.7127668962254,0
9,2022-01-15,54.3,409,32.519999999999996,-779.1277668962254,844.1677668962253,0
10,2022-01-16,82.62,409,42.375,-769.2727668962253,854.0227668962253,0
11,2022-01-17,166.62,409,78.9975,-732.6502668962253,890.6452668962254,0
12,2022-01-18,215.10000000000002,409,129.66000000000003,-681.9877668962254,941.3077668962253,0
13,2022-01-19,124.98,409,147.33,-664.3177668962253,958.9777668962254,0
14,2022-01-21,52.98,409,139.92000000000002,-671.7277668962254,951.5677668962253,0
15,2022-01-28,23.335,409,104.09875000000001,-707.5490168962253,915.7465168962253,0
16,2022-01-29,16.668,409,54.49075,-757.1570168962253,866.1385168962254,0
17,2022-01-30,46.337,409,34.83,-776.8177668962253,846.4777668962254,0
18,2022-01-31,63.672,409,37.503,-774.1447668962253,849.1507668962254,0
19,2022-02-01,84.507,409,52.796,-758.8517668962253,864.4437668962254,0
20,2022-02-02,92.174,409,71.6725,-739.9752668962253,883.3202668962253,0
21,2022-02-03,102.508,409,85.71525,-725.9325168962254,897.3630168962253,0
22,2022-02-05,102.008,409,95.29925,-716.3485168962253,906.9470168962254,0
23,2022-02-06,70.339,409,91.75725,-719.8905168962253,903.4050168962253,0
24,2022-02-07,68.339,409,85.79849999999999,-725.8492668962253,897.4462668962253,0
25,2022-02-08,23.835,409,66.13025,-745.5175168962253,877.7780168962254,0
26,2022-02-22,909.736,409,268.06225,-543.5855168962253,1079.7100168962254,0
27,2022-02-23,835.901,409,459.45275000000004,-352.1950168962253,1271.1005168962254,0
28,2022-02-27,168.147,409,484.40475000000004,-327.2430168962253,1296.0525168962254,0
29,2022-02-28,132.931,409,511.67875000000004,-299.9690168962253,1323.3265168962253,0
30,2022-03-01,518.313,409,413.823,-397.82476689622536,1225.4707668962253,0
31,2022-03-02,1558.067,409,594.3645,-217.2832668962253,1406.0122668962254,1
32,2022-03-03,873.337,409,770.662,-40.9857668962253,1582.3097668962255,0
33,2022-03-04,3.727,409,738.361,-73.28676689622534,1550.0087668962253,0
34,2022-03-05,342.039,409,694.2925,-117.35526689622532,1505.9402668962252,0
35,2022-03-06,1633.848,409,713.23775,-98.41001689622533,1524.8855168962255,1
36,2022-03-07,1836.242,409,953.9639999999999,142.3162331037746,1765.6117668962252,1
37,2022-03-08,655.954,409,1117.0207500000001,305.3729831037748,1928.6685168962254,0
38,2022-03-09,1592.182,409,1429.5565000000001,617.9087331037748,2241.2042668962254,0
39,2022-03-10,883.085,409,1241.86575,430.2179831037746,2053.513516896225,0
40,2022-03-11,991.008,409,1030.5572499999998,218.9094831037745,1842.205016896225,0
41,2022-03-12,1156.611,409,1155.7215,344.07373310377477,1967.3692668962253,0
42,2022-03-13,1075.174,409,1026.4695000000002,214.82173310377482,1838.1172668962254,0
43,2022-03-14,625.9,409,962.17325,150.52548310377472,1773.8210168962255,0
44,2022-03-15,650.357,409,877.0105,65.36273310377464,1688.6582668962253,0
45,2022-03-16,615.947,409,741.8444999999999,-69.80326689622541,1553.4922668962254,0
46,2022-03-17,445.202,409,584.3515,-227.29626689622535,1395.9992668962254,0
47,2022-03-18,200.693,409,478.04974999999996,-333.5980168962254,1289.6975168962254,0
48,2022-03-20,45.564,409,326.85150000000004,-484.7962668962253,1138.4992668962254,0
